#date: 08.10.2020	time: 16:39:38
#t (s)	f (Hz)	A1 (V)	A2 (V)	phase (deg)	|Z| (Ohm)	Arg Z (Ohm)	Re Z (Ohm)	Im Z (deg)
289.21	1.5510E+7	1.2968	0.2475	+2.0	4.598E+1	-2.5	4.59E+1	-1.98E+0
289.37	1.5520E+7	1.2954	0.2476	+0.0	4.609E+1	-0.0	4.61E+1	-0.00E+0
289.52	1.5530E+7	1.2968	0.2464	+0.0	4.573E+1	-0.0	4.57E+1	-0.00E+0
289.69	1.5540E+7	1.2940	0.2461	+2.0	4.578E+1	-2.5	4.57E+1	-1.97E+0
289.86	1.5550E+7	1.2982	0.2451	+0.0	4.538E+1	-0.0	4.54E+1	-0.00E+0
290.04	1.5560E+7	1.2940	0.2462	+2.0	4.581E+1	-2.5	4.58E+1	-1.97E+0
290.22	1.5570E+7	1.2898	0.2452	+2.0	4.577E+1	-2.5	4.57E+1	-1.97E+0
290.39	1.5580E+7	1.2869	0.2462	+3.0	4.611E+1	-3.7	4.60E+1	-2.98E+0
290.59	1.5590E+7	1.2954	0.2469	+2.0	4.591E+1	-2.5	4.59E+1	-1.98E+0
290.77	1.5600E+7	1.2912	0.2462	+3.0	4.593E+1	-3.7	4.58E+1	-2.97E+0
290.95	1.5610E+7	1.2940	0.2459	+0.0	4.576E+1	-0.0	4.58E+1	-0.00E+0
291.12	1.5620E+7	1.2968	0.2462	-2.0	4.569E+1	+2.5	4.56E+1	1.97E+0
291.29	1.5630E+7	1.2855	0.2456	+0.0	4.606E+1	-0.0	4.61E+1	-0.00E+0
291.45	1.5640E+7	1.2898	0.2448	+0.0	4.568E+1	-0.0	4.57E+1	-0.00E+0
291.62	1.5650E+7	1.2898	0.2445	+2.0	4.561E+1	-2.5	4.56E+1	-1.96E+0
291.77	1.5660E+7	1.2869	0.2441	+2.0	4.563E+1	-2.5	4.56E+1	-1.97E+0
291.93	1.5670E+7	1.2940	0.2455	+0.0	4.566E+1	-0.0	4.57E+1	-0.00E+0
292.10	1.5680E+7	1.2841	0.2444	+3.0	4.581E+1	-3.7	4.57E+1	-2.96E+0
292.28	1.5690E+7	1.2813	0.2440	-2.0	4.585E+1	+2.5	4.58E+1	1.98E+0
292.47	1.5700E+7	1.2883	0.2424	+2.0	4.518E+1	-2.5	4.51E+1	-1.94E+0
292.65	1.5710E+7	1.2898	0.2432	+2.0	4.532E+1	-2.5	4.53E+1	-1.95E+0
292.83	1.5720E+7	1.2799	0.2430	+0.0	4.569E+1	-0.0	4.57E+1	-0.00E+0
292.98	1.5730E+7	1.2883	0.2444	+0.0	4.565E+1	-0.0	4.56E+1	-0.00E+0
293.17	1.5740E+7	1.2898	0.2434	+0.0	4.536E+1	-0.0	4.54E+1	-0.00E+0
293.33	1.5750E+7	1.2742	0.2417	-2.0	4.564E+1	+2.5	4.56E+1	1.97E+0
293.52	1.5760E+7	1.2898	0.2418	+2.0	4.499E+1	-2.5	4.50E+1	-1.93E+0
293.66	1.5770E+7	1.2784	0.2410	+0.0	4.529E+1	-0.0	4.53E+1	-0.00E+0
293.85	1.5780E+7	1.2784	0.2424	+0.0	4.562E+1	-0.0	4.56E+1	-0.00E+0
294.01	1.5790E+7	1.2883	0.2434	+0.0	4.542E+1	-0.0	4.54E+1	-0.00E+0
294.20	1.5800E+7	1.2728	0.2413	-2.0	4.560E+1	+2.5	4.56E+1	1.96E+0
294.36	1.5810E+7	1.2770	0.2415	+3.0	4.547E+1	-3.7	4.54E+1	-2.93E+0
294.51	1.5820E+7	1.2685	0.2393	-2.0	4.533E+1	+2.5	4.53E+1	1.95E+0
294.68	1.5830E+7	1.2827	0.2415	-2.0	4.523E+1	+2.5	4.52E+1	1.94E+0
294.86	1.5840E+7	1.2784	0.2413	+0.0	4.536E+1	-0.0	4.54E+1	-0.00E+0
295.03	1.5850E+7	1.2869	0.2415	+0.0	4.506E+1	-0.0	4.51E+1	-0.00E+0
295.19	1.5860E+7	1.2827	0.2421	-2.0	4.536E+1	+2.5	4.53E+1	1.95E+0
295.36	1.5870E+7	1.2756	0.2390	+0.0	4.496E+1	-0.0	4.50E+1	-0.00E+0
295.54	1.5880E+7	1.2685	0.2394	-2.0	4.536E+1	+2.5	4.53E+1	1.95E+0
295.71	1.5890E+7	1.2784	0.2397	-2.0	4.499E+1	+2.5	4.50E+1	1.93E+0
295.86	1.5900E+7	1.2756	0.2394	+0.0	4.506E+1	-0.0	4.51E+1	-0.00E+0
296.03	1.5910E+7	1.2629	0.2391	+0.0	4.555E+1	-0.0	4.56E+1	-0.00E+0
296.19	1.5920E+7	1.2742	0.2399	+0.0	4.522E+1	-0.0	4.52E+1	-0.00E+0
296.36	1.5930E+7	1.2728	0.2400	+0.0	4.531E+1	-0.0	4.53E+1	-0.00E+0
296.51	1.5940E+7	1.2756	0.2390	-2.0	4.495E+1	+2.5	4.49E+1	1.93E+0
296.69	1.5950E+7	1.2700	0.2386	+0.0	4.511E+1	-0.0	4.51E+1	-0.00E+0
296.86	1.5960E+7	1.2714	0.2391	+0.0	4.518E+1	-0.0	4.52E+1	-0.00E+0
297.01	1.5970E+7	1.2657	0.2390	+0.0	4.539E+1	-0.0	4.54E+1	-0.00E+0
297.16	1.5980E+7	1.2728	0.2383	-2.0	4.491E+1	+2.5	4.49E+1	1.93E+0
297.34	1.5990E+7	1.2657	0.2380	-3.0	4.514E+1	+3.7	4.50E+1	2.91E+0
297.50	1.6000E+7	1.2671	0.2367	-2.0	4.479E+1	+2.5	4.48E+1	1.92E+0
297.71	1.6010E+7	1.2657	0.2379	-2.0	4.512E+1	+2.5	4.51E+1	1.94E+0
297.89	1.6020E+7	1.2685	0.2389	-2.0	4.523E+1	+2.5	4.52E+1	1.94E+0
298.07	1.6030E+7	1.2572	0.2366	-3.0	4.519E+1	+3.7	4.51E+1	2.91E+0
298.25	1.6040E+7	1.2685	0.2370	+0.0	4.481E+1	-0.0	4.48E+1	-0.00E+0
298.44	1.6050E+7	1.2671	0.2363	-2.0	4.470E+1	+2.5	4.47E+1	1.92E+0
298.60	1.6060E+7	1.2671	0.2382	-2.0	4.512E+1	+2.5	4.51E+1	1.94E+0
298.77	1.6070E+7	1.2685	0.2372	-3.0	4.482E+1	+3.7	4.47E+1	2.88E+0
298.92	1.6080E+7	1.2629	0.2373	+0.0	4.512E+1	-0.0	4.51E+1	-0.00E+0
299.09	1.6090E+7	1.2615	0.2365	+2.0	4.498E+1	-2.5	4.49E+1	-1.93E+0
299.25	1.6100E+7	1.2657	0.2372	+0.0	4.496E+1	-0.0	4.50E+1	-0.00E+0
299.42	1.6110E+7	1.2601	0.2373	-3.0	4.523E+1	+3.7	4.51E+1	2.92E+0
299.59	1.6120E+7	1.2572	0.2359	-2.0	4.503E+1	+2.5	4.50E+1	1.93E+0
299.75	1.6130E+7	1.2615	0.2376	-2.0	4.524E+1	+2.5	4.52E+1	1.94E+0
299.94	1.6140E+7	1.2544	0.2365	-2.0	4.529E+1	+2.5	4.52E+1	1.95E+0
300.12	1.6150E+7	1.2572	0.2360	-3.0	4.505E+1	+3.7	4.50E+1	2.90E+0
300.29	1.6160E+7	1.2530	0.2370	+0.0	4.549E+1	-0.0	4.55E+1	-0.00E+0
300.47	1.6170E+7	1.2530	0.2363	-3.0	4.531E+1	+3.7	4.52E+1	2.92E+0
300.63	1.6180E+7	1.2473	0.2365	-2.0	4.560E+1	+2.5	4.56E+1	1.96E+0
300.80	1.6190E+7	1.2544	0.2356	-2.0	4.509E+1	+2.5	4.50E+1	1.94E+0
300.97	1.6200E+7	1.2516	0.2366	-2.0	4.545E+1	+2.5	4.54E+1	1.96E+0
301.13	1.6210E+7	1.2530	0.2355	-3.0	4.511E+1	+3.7	4.50E+1	2.91E+0
301.32	1.6220E+7	1.2473	0.2336	-3.0	4.492E+1	+3.7	4.48E+1	2.89E+0
301.50	1.6230E+7	1.2558	0.2367	-3.0	4.528E+1	+3.7	4.52E+1	2.92E+0
301.68	1.6240E+7	1.2544	0.2356	-2.0	4.509E+1	+2.5	4.50E+1	1.94E+0
301.85	1.6250E+7	1.2502	0.2339	-5.0	4.483E+1	+6.1	4.46E+1	4.80E+0
302.03	1.6260E+7	1.2516	0.2367	-2.0	4.548E+1	+2.5	4.54E+1	1.96E+0
302.20	1.6270E+7	1.2502	0.2341	-2.0	4.491E+1	+2.5	4.49E+1	1.93E+0
302.36	1.6280E+7	1.2615	0.2359	-5.0	4.480E+1	+6.1	4.45E+1	4.80E+0
302.55	1.6290E+7	1.2544	0.2349	-2.0	4.492E+1	+2.5	4.49E+1	1.93E+0
302.73	1.6300E+7	1.2445	0.2341	-2.0	4.516E+1	+2.5	4.51E+1	1.94E+0
302.91	1.6310E+7	1.2488	0.2346	-3.0	4.510E+1	+3.7	4.50E+1	2.90E+0
303.08	1.6320E+7	1.2431	0.2333	-3.0	4.505E+1	+3.7	4.50E+1	2.90E+0
303.26	1.6330E+7	1.2473	0.2352	-2.0	4.530E+1	+2.5	4.53E+1	1.95E+0
303.44	1.6340E+7	1.2417	0.2328	-2.0	4.498E+1	+2.5	4.49E+1	1.93E+0
303.61	1.6350E+7	1.2558	0.2341	-2.0	4.466E+1	+2.5	4.46E+1	1.92E+0
303.78	1.6360E+7	1.2516	0.2356	+0.0	4.522E+1	-0.0	4.52E+1	-0.00E+0
303.94	1.6370E+7	1.2431	0.2341	-2.0	4.522E+1	+2.5	4.52E+1	1.94E+0
304.13	1.6380E+7	1.2473	0.2329	-5.0	4.473E+1	+6.1	4.45E+1	4.79E+0
304.29	1.6390E+7	1.2417	0.2336	-2.0	4.519E+1	+2.5	4.51E+1	1.94E+0
304.46	1.6400E+7	1.2459	0.2341	-3.0	4.509E+1	+3.7	4.50E+1	2.90E+0
304.62	1.6410E+7	1.2445	0.2329	-2.0	4.489E+1	+2.5	4.49E+1	1.93E+0
304.78	1.6420E+7	1.2318	0.2328	-5.0	4.539E+1	+6.2	4.51E+1	4.87E+0
304.94	1.6430E+7	1.2488	0.2350	-5.0	4.516E+1	+6.2	4.49E+1	4.84E+0
305.14	1.6440E+7	1.2374	0.2331	-3.0	4.523E+1	+3.7	4.51E+1	2.92E+0
305.32	1.6450E+7	1.2431	0.2342	-3.0	4.525E+1	+3.7	4.52E+1	2.92E+0
305.51	1.6460E+7	1.2459	0.2345	-2.0	4.520E+1	+2.5	4.52E+1	1.94E+0
305.67	1.6470E+7	1.2360	0.2333	-3.0	4.536E+1	+3.7	4.53E+1	2.93E+0
305.84	1.6480E+7	1.2374	0.2319	-3.0	4.496E+1	+3.7	4.49E+1	2.89E+0
306.00	1.6490E+7	1.2318	0.2316	-7.0	4.507E+1	+8.6	4.46E+1	6.75E+0
306.16	1.6500E+7	1.2389	0.2331	-3.0	4.517E+1	+3.7	4.51E+1	2.91E+0
306.34	1.6510E+7	1.2374	0.2333	-3.0	4.530E+1	+3.7	4.52E+1	2.92E+0
306.50	1.6520E+7	1.2332	0.2321	-3.0	4.519E+1	+3.7	4.51E+1	2.91E+0
306.69	1.6530E+7	1.2332	0.2319	-2.0	4.516E+1	+2.5	4.51E+1	1.94E+0
306.84	1.6540E+7	1.2403	0.2336	-3.0	4.524E+1	+3.7	4.51E+1	2.92E+0
307.02	1.6550E+7	1.2275	0.2331	-7.0	4.560E+1	+8.6	4.51E+1	6.85E+0
307.19	1.6560E+7	1.2332	0.2326	-3.0	4.532E+1	+3.7	4.52E+1	2.92E+0
307.37	1.6570E+7	1.2318	0.2324	-5.0	4.529E+1	+6.2	4.50E+1	4.86E+0
307.54	1.6580E+7	1.2374	0.2333	-5.0	4.527E+1	+6.2	4.50E+1	4.86E+0
307.72	1.6590E+7	1.2389	0.2332	-5.0	4.517E+1	+6.2	4.49E+1	4.84E+0
307.89	1.6600E+7	1.2261	0.2318	-3.0	4.544E+1	+3.7	4.53E+1	2.93E+0
308.07	1.6610E+7	1.2304	0.2318	-3.0	4.525E+1	+3.7	4.52E+1	2.92E+0
308.24	1.6620E+7	1.2290	0.2314	-3.0	4.521E+1	+3.7	4.51E+1	2.91E+0
308.40	1.6630E+7	1.2233	0.2322	-5.0	4.564E+1	+6.2	4.54E+1	4.90E+0
308.57	1.6640E+7	1.2247	0.2322	-3.0	4.561E+1	+3.7	4.55E+1	2.94E+0
308.73	1.6650E+7	1.2261	0.2316	-5.0	4.537E+1	+6.2	4.51E+1	4.87E+0
308.89	1.6660E+7	1.2304	0.2326	-5.0	4.542E+1	+6.2	4.52E+1	4.88E+0
309.05	1.6670E+7	1.2261	0.2316	-5.0	4.537E+1	+6.2	4.51E+1	4.87E+0
309.22	1.6680E+7	1.2247	0.2325	-7.0	4.559E+1	+8.6	4.51E+1	6.84E+0
309.37	1.6690E+7	1.2304	0.2325	-3.0	4.542E+1	+3.7	4.53E+1	2.93E+0
309.51	1.6700E+7	1.2219	0.2307	-5.0	4.533E+1	+6.2	4.51E+1	4.86E+0
309.69	1.6710E+7	1.2247	0.2311	-7.0	4.525E+1	+8.6	4.47E+1	6.78E+0
309.85	1.6720E+7	1.2205	0.2328	-3.0	4.594E+1	+3.7	4.58E+1	2.97E+0
310.02	1.6730E+7	1.2191	0.2302	-5.0	4.535E+1	+6.2	4.51E+1	4.87E+0
310.18	1.6740E+7	1.2134	0.2302	-3.0	4.565E+1	+3.7	4.56E+1	2.95E+0
310.35	1.6750E+7	1.2233	0.2319	-5.0	4.557E+1	+6.2	4.53E+1	4.90E+0
310.53	1.6760E+7	1.2261	0.2319	-7.0	4.539E+1	+8.6	4.49E+1	6.81E+0
310.70	1.6770E+7	1.2176	0.2322	-7.0	4.585E+1	+8.6	4.53E+1	6.89E+0
310.86	1.6780E+7	1.2219	0.2318	-3.0	4.563E+1	+3.7	4.55E+1	2.95E+0
311.03	1.6790E+7	1.2176	0.2305	-5.0	4.549E+1	+6.2	4.52E+1	4.88E+0
311.21	1.6800E+7	1.2233	0.2304	-5.0	4.519E+1	+6.2	4.49E+1	4.85E+0
311.38	1.6810E+7	1.2191	0.2304	-3.0	4.542E+1	+3.7	4.53E+1	2.93E+0
311.53	1.6820E+7	1.2120	0.2316	-7.0	4.598E+1	+8.6	4.55E+1	6.91E+0
311.69	1.6830E+7	1.2205	0.2315	-7.0	4.555E+1	+8.6	4.50E+1	6.84E+0
311.86	1.6840E+7	1.2148	0.2307	-3.0	4.568E+1	+3.7	4.56E+1	2.95E+0
312.04	1.6850E+7	1.2148	0.2322	-5.0	4.603E+1	+6.2	4.58E+1	4.95E+0
312.21	1.6860E+7	1.2162	0.2307	-5.0	4.559E+1	+6.2	4.53E+1	4.90E+0
312.39	1.6870E+7	1.2191	0.2316	-7.0	4.565E+1	+8.6	4.51E+1	6.85E+0
312.58	1.6880E+7	1.2120	0.2294	-7.0	4.543E+1	+8.6	4.49E+1	6.81E+0
312.76	1.6890E+7	1.2233	0.2322	-5.0	4.564E+1	+6.2	4.54E+1	4.90E+0
312.94	1.6900E+7	1.2063	0.2309	-5.0	4.612E+1	+6.2	4.59E+1	4.97E+0
313.15	1.6910E+7	1.2120	0.2304	-7.0	4.567E+1	+8.6	4.51E+1	6.86E+0
313.31	1.6920E+7	1.2162	0.2300	-5.0	4.541E+1	+6.2	4.52E+1	4.88E+0
313.48	1.6930E+7	1.2120	0.2315	-7.0	4.594E+1	+8.6	4.54E+1	6.91E+0
313.65	1.6940E+7	1.2120	0.2297	-5.0	4.554E+1	+6.2	4.53E+1	4.89E+0
313.82	1.6950E+7	1.2063	0.2311	-7.0	4.610E+1	+8.7	4.56E+1	6.93E+0
314.00	1.6960E+7	1.2049	0.2301	-8.0	4.590E+1	+9.9	4.52E+1	7.87E+0
314.16	1.6970E+7	1.2077	0.2297	-5.0	4.574E+1	+6.2	4.55E+1	4.92E+0
314.34	1.6980E+7	1.2035	0.2308	-7.0	4.617E+1	+8.7	4.56E+1	6.95E+0
314.51	1.6990E+7	1.2106	0.2315	-7.0	4.601E+1	+8.6	4.55E+1	6.92E+0
314.69	1.7000E+7	1.2077	0.2308	-7.0	4.597E+1	+8.6	4.54E+1	6.91E+0
314.87	1.7010E+7	1.2063	0.2311	-5.0	4.615E+1	+6.2	4.59E+1	4.97E+0
315.04	1.7020E+7	1.2077	0.2302	-5.0	4.588E+1	+6.2	4.56E+1	4.93E+0
315.19	1.7030E+7	1.2077	0.2309	-8.0	4.597E+1	+9.9	4.53E+1	7.89E+0
315.35	1.7040E+7	1.2077	0.2298	-8.0	4.570E+1	+9.9	4.50E+1	7.83E+0
315.52	1.7050E+7	1.2035	0.2302	-7.0	4.603E+1	+8.6	4.55E+1	6.92E+0
315.70	1.7060E+7	1.2021	0.2298	-5.0	4.604E+1	+6.2	4.58E+1	4.96E+0
315.87	1.7070E+7	1.2063	0.2307	-7.0	4.600E+1	+8.6	4.55E+1	6.92E+0
316.05	1.7080E+7	1.2077	0.2304	-8.0	4.583E+1	+9.9	4.52E+1	7.86E+0
316.22	1.7090E+7	1.1993	0.2311	-5.0	4.649E+1	+6.2	4.62E+1	5.01E+0
316.38	1.7100E+7	1.2035	0.2295	-7.0	4.585E+1	+8.6	4.53E+1	6.89E+0
316.55	1.7110E+7	1.2007	0.2309	-3.0	4.642E+1	+3.7	4.63E+1	3.01E+0
316.73	1.7120E+7	1.1978	0.2300	-8.0	4.620E+1	+9.9	4.55E+1	7.93E+0
316.90	1.7130E+7	1.2007	0.2284	-5.0	4.576E+1	+6.2	4.55E+1	4.92E+0
317.06	1.7140E+7	1.2007	0.2307	-8.0	4.624E+1	+9.9	4.55E+1	7.94E+0
317.23	1.7150E+7	1.2035	0.2322	-8.0	4.649E+1	+9.9	4.58E+1	7.99E+0
317.41	1.7160E+7	1.2021	0.2302	-5.0	4.614E+1	+6.2	4.59E+1	4.97E+0
317.58	1.7170E+7	1.2007	0.2309	-7.0	4.634E+1	+8.7	4.58E+1	6.98E+0
317.75	1.7180E+7	1.2021	0.2312	-7.0	4.634E+1	+8.7	4.58E+1	6.98E+0
317.92	1.7190E+7	1.1964	0.2307	-7.0	4.647E+1	+8.7	4.59E+1	7.00E+0
318.08	1.7200E+7	1.1936	0.2301	-8.0	4.643E+1	+9.9	4.57E+1	7.98E+0
318.25	1.7210E+7	1.1993	0.2311	-7.0	4.644E+1	+8.7	4.59E+1	7.00E+0
318.41	1.7220E+7	1.1950	0.2312	-7.0	4.668E+1	+8.7	4.61E+1	7.04E+0
318.58	1.7230E+7	1.1950	0.2307	-7.0	4.654E+1	+8.7	4.60E+1	7.01E+0
318.73	1.7240E+7	1.1894	0.2295	-7.0	4.653E+1	+8.7	4.60E+1	7.01E+0
318.91	1.7250E+7	1.1964	0.2307	-8.0	4.644E+1	+9.9	4.57E+1	7.98E+0
319.09	1.7260E+7	1.1922	0.2300	-8.0	4.647E+1	+9.9	4.58E+1	7.99E+0
319.26	1.7270E+7	1.1922	0.2294	-5.0	4.641E+1	+6.2	4.61E+1	5.00E+0
319.43	1.7280E+7	1.1922	0.2300	-8.0	4.647E+1	+9.9	4.58E+1	7.99E+0
319.59	1.7290E+7	1.1908	0.2312	-8.0	4.685E+1	+9.9	4.62E+1	8.07E+0
319.74	1.7300E+7	1.1894	0.2302	-10.0	4.660E+1	+12.4	4.55E+1	9.99E+0
319.89	1.7310E+7	1.1922	0.2308	-5.0	4.676E+1	+6.2	4.65E+1	5.05E+0
320.06	1.7320E+7	1.1964	0.2315	-5.0	4.673E+1	+6.2	4.65E+1	5.04E+0
320.24	1.7330E+7	1.1865	0.2295	-7.0	4.667E+1	+8.7	4.61E+1	7.04E+0
320.43	1.7340E+7	1.1922	0.2309	-7.0	4.675E+1	+8.7	4.62E+1	7.05E+0
320.61	1.7350E+7	1.1865	0.2294	-7.0	4.663E+1	+8.7	4.61E+1	7.03E+0
320.79	1.7360E+7	1.1908	0.2302	-7.0	4.664E+1	+8.7	4.61E+1	7.03E+0
320.96	1.7370E+7	1.1964	0.2314	-7.0	4.665E+1	+8.7	4.61E+1	7.03E+0
321.14	1.7380E+7	1.1879	0.2307	-7.0	4.688E+1	+8.7	4.63E+1	7.07E+0
321.32	1.7390E+7	1.1851	0.2297	-7.0	4.677E+1	+8.7	4.62E+1	7.05E+0
321.52	1.7400E+7	1.1780	0.2301	-8.0	4.719E+1	+9.9	4.65E+1	8.14E+0
321.69	1.7410E+7	1.1879	0.2302	-8.0	4.674E+1	+9.9	4.60E+1	8.05E+0
321.86	1.7420E+7	1.1837	0.2308	-8.0	4.709E+1	+9.9	4.64E+1	8.12E+0
322.02	1.7430E+7	1.1823	0.2298	-8.0	4.691E+1	+9.9	4.62E+1	8.08E+0
322.19	1.7440E+7	1.1837	0.2304	-5.0	4.707E+1	+6.2	4.68E+1	5.09E+0
322.35	1.7450E+7	1.1879	0.2321	-5.0	4.729E+1	+6.2	4.70E+1	5.12E+0
322.52	1.7460E+7	1.1752	0.2292	-8.0	4.712E+1	+9.9	4.64E+1	8.12E+0
322.69	1.7470E+7	1.1837	0.2292	-8.0	4.670E+1	+9.9	4.60E+1	8.04E+0
322.86	1.7480E+7	1.1851	0.2307	-5.0	4.707E+1	+6.2	4.68E+1	5.09E+0
323.04	1.7490E+7	1.1795	0.2295	-8.0	4.698E+1	+9.9	4.63E+1	8.09E+0
323.22	1.7500E+7	1.1823	0.2315	-7.0	4.737E+1	+8.7	4.68E+1	7.16E+0
323.40	1.7510E+7	1.1823	0.2304	-8.0	4.706E+1	+9.9	4.64E+1	8.11E+0
323.57	1.7520E+7	1.1738	0.2304	-7.0	4.751E+1	+8.7	4.70E+1	7.19E+0
323.73	1.7530E+7	1.1780	0.2314	-8.0	4.752E+1	+9.9	4.68E+1	8.21E+0
323.90	1.7540E+7	1.1752	0.2298	-7.0	4.729E+1	+8.7	4.68E+1	7.15E+0
324.08	1.7550E+7	1.1752	0.2301	-8.0	4.733E+1	+9.9	4.66E+1	8.17E+0
324.25	1.7560E+7	1.1752	0.2309	-7.0	4.758E+1	+8.7	4.70E+1	7.20E+0
324.40	1.7570E+7	1.1780	0.2311	-10.0	4.737E+1	+12.4	4.63E+1	1.02E+1
324.56	1.7580E+7	1.1752	0.2301	-7.0	4.737E+1	+8.7	4.68E+1	7.16E+0
324.73	1.7590E+7	1.1780	0.2312	-10.0	4.740E+1	+12.4	4.63E+1	1.02E+1
324.90	1.7600E+7	1.1766	0.2305	-5.0	4.746E+1	+6.2	4.72E+1	5.14E+0
325.06	1.7610E+7	1.1752	0.2305	-8.0	4.744E+1	+9.9	4.67E+1	8.19E+0
325.21	1.7620E+7	1.1780	0.2321	-5.0	4.778E+1	+6.2	4.75E+1	5.18E+0
325.40	1.7630E+7	1.1738	0.2308	-7.0	4.762E+1	+8.7	4.71E+1	7.21E+0
325.58	1.7640E+7	1.1681	0.2309	-7.0	4.794E+1	+8.7	4.74E+1	7.27E+0
325.75	1.7650E+7	1.1738	0.2326	-7.0	4.809E+1	+8.7	4.75E+1	7.29E+0
325.91	1.7660E+7	1.1738	0.2314	-8.0	4.773E+1	+10.0	4.70E+1	8.25E+0
326.06	1.7670E+7	1.1681	0.2307	-8.0	4.784E+1	+10.0	4.71E+1	8.27E+0
326.25	1.7680E+7	1.1681	0.2315	-8.0	4.805E+1	+10.0	4.73E+1	8.32E+0
326.41	1.7690E+7	1.1667	0.2318	-8.0	4.820E+1	+10.0	4.75E+1	8.35E+0
326.58	1.7700E+7	1.1653	0.2304	-8.0	4.791E+1	+10.0	4.72E+1	8.29E+0
326.75	1.7710E+7	1.1752	0.2322	-8.0	4.788E+1	+10.0	4.72E+1	8.28E+0
326.93	1.7720E+7	1.1681	0.2318	-7.0	4.816E+1	+8.7	4.76E+1	7.31E+0
327.10	1.7730E+7	1.1667	0.2316	-12.0	4.798E+1	+14.9	4.64E+1	1.24E+1
327.26	1.7740E+7	1.1710	0.2318	-10.0	4.790E+1	+12.4	4.68E+1	1.03E+1
327.43	1.7750E+7	1.1667	0.2326	-8.0	4.842E+1	+10.0	4.77E+1	8.39E+0
327.59	1.7760E+7	1.1681	0.2326	-9.0	4.831E+1	+11.2	4.74E+1	9.40E+0
327.76	1.7770E+7	1.1696	0.2319	-7.0	4.812E+1	+8.7	4.76E+1	7.30E+0
327.91	1.7780E+7	1.1667	0.2338	-8.0	4.871E+1	+10.0	4.80E+1	8.45E+0
328.09	1.7790E+7	1.1653	0.2319	-10.0	4.823E+1	+12.5	4.71E+1	1.04E+1
328.26	1.7800E+7	1.1597	0.2328	-7.0	4.886E+1	+8.7	4.83E+1	7.43E+0
328.44	1.7810E+7	1.1625	0.2318	-9.0	4.838E+1	+11.2	4.75E+1	9.42E+0
328.62	1.7820E+7	1.1554	0.2311	-7.0	4.864E+1	+8.7	4.81E+1	7.39E+0
328.79	1.7830E+7	1.1582	0.2324	-7.0	4.882E+1	+8.7	4.83E+1	7.43E+0
328.97	1.7840E+7	1.1597	0.2311	-9.0	4.834E+1	+11.2	4.74E+1	9.41E+0
329.16	1.7850E+7	1.1625	0.2314	-7.0	4.834E+1	+8.7	4.78E+1	7.34E+0
329.34	1.7860E+7	1.1597	0.2335	-5.0	4.910E+1	+6.3	4.88E+1	5.35E+0
329.52	1.7870E+7	1.1568	0.2328	-7.0	4.901E+1	+8.8	4.84E+1	7.46E+0
329.67	1.7880E+7	1.1540	0.2321	-7.0	4.897E+1	+8.8	4.84E+1	7.45E+0
329.86	1.7890E+7	1.1611	0.2326	-9.0	4.867E+1	+11.2	4.77E+1	9.49E+0
330.00	1.7900E+7	1.1554	0.2326	-7.0	4.905E+1	+8.8	4.85E+1	7.47E+0
330.15	1.7910E+7	1.1512	0.2321	-7.0	4.912E+1	+8.8	4.85E+1	7.48E+0
330.34	1.7920E+7	1.1582	0.2332	-10.0	4.893E+1	+12.5	4.78E+1	1.06E+1
330.52	1.7930E+7	1.1582	0.2325	-8.0	4.882E+1	+10.0	4.81E+1	8.48E+0
330.69	1.7940E+7	1.1625	0.2315	-8.0	4.834E+1	+10.0	4.76E+1	8.38E+0
330.85	1.7950E+7	1.1512	0.2326	-8.0	4.924E+1	+10.0	4.85E+1	8.56E+0
331.02	1.7960E+7	1.1540	0.2332	-8.0	4.923E+1	+10.0	4.85E+1	8.56E+0
331.20	1.7970E+7	1.1512	0.2318	-10.0	4.893E+1	+12.5	4.78E+1	1.06E+1
331.38	1.7980E+7	1.1554	0.2329	-12.0	4.890E+1	+15.0	4.72E+1	1.26E+1
331.57	1.7990E+7	1.1526	0.2316	-10.0	4.882E+1	+12.5	4.77E+1	1.06E+1
331.75	1.8000E+7	1.1554	0.2343	-7.0	4.949E+1	+8.8	4.89E+1	7.55E+0
331.94	1.8010E+7	1.1483	0.2314	-10.0	4.897E+1	+12.5	4.78E+1	1.06E+1
332.12	1.8020E+7	1.1498	0.2339	-8.0	4.965E+1	+10.0	4.89E+1	8.65E+0
332.27	1.8030E+7	1.1469	0.2333	-8.0	4.965E+1	+10.0	4.89E+1	8.65E+0
332.43	1.8040E+7	1.1568	0.2345	-8.0	4.942E+1	+10.0	4.87E+1	8.60E+0
332.60	1.8050E+7	1.1540	0.2332	-8.0	4.923E+1	+10.0	4.85E+1	8.56E+0
332.76	1.8060E+7	1.1568	0.2335	-8.0	4.916E+1	+10.0	4.84E+1	8.55E+0
332.92	1.8070E+7	1.1455	0.2324	-10.0	4.938E+1	+12.5	4.82E+1	1.07E+1
333.10	1.8080E+7	1.1455	0.2325	-12.0	4.931E+1	+15.0	4.76E+1	1.28E+1
333.26	1.8090E+7	1.1540	0.2336	-8.0	4.935E+1	+10.0	4.86E+1	8.58E+0
333.43	1.8100E+7	1.1483	0.2345	-8.0	4.988E+1	+10.0	4.91E+1	8.70E+0
333.62	1.8110E+7	1.1413	0.2332	-10.0	4.983E+1	+12.5	4.86E+1	1.08E+1
